ip,port,type,country,country_code,latency_ms,tier,anonymity,streak,asn,asn_org,ip_type,source,updated_utc
199.66.183.251,4145,socks4,United States,US,2484.5,slow,elite,41,20081,NET2ATLANTA.COM LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
147.45.60.110,1082,socks5,Russia,RU,2510.7,slow,elite,5,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
208.102.51.6,58208,socks5,United States,US,2525.5,slow,elite,2,6181,Cincinnati Bell Telephone Company LLC,residential,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
202.62.42.167,1080,socks5,Cambodia,KH,2612.3,slow,elite,3,23673,"Cogetel Online, Cambodia, ISP",unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
104.161.23.122,5050,http,United States,US,2707.1,slow,elite,1,53755,Input Output Flood LLC,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/http.txt,2026-09-06T04:49:30+00:00
216.105.143.146,4145,socks5,United States,US,2787.3,slow,elite,3,20081,NET2ATLANTA.COM LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
185.97.200.14,1080,https,Russia,RU,2895.4,slow,elite,1,39087,P.a.k.t LLC,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/http.txt,2026-09-06T04:49:30+00:00
184.70.113.34,3128,https,Canada,CA,2976.8,slow,elite,1,6327,Shaw Communications,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
121.43.109.88,80,http,China,CN,2986.3,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
121.43.109.88,8081,http,China,CN,2991.8,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
176.191.124.3,80,http,France,FR,2997.4,slow,elite,1,5410,Bouygues Telecom SA,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
109.172.55.227,1082,socks5,France,FR,3035.5,slow,elite,1,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
178.215.236.16,1080,socks5,Germany,DE,3046.2,slow,unknown,1,215439,Play2go International Limited,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
106.14.91.83,3128,http,China,CN,3067.4,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
199.66.182.232,4145,socks5,United States,US,3120.9,slow,elite,16,20081,NET2ATLANTA.COM LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
2.26.50.223,8443,socks5,Germany,DE,3129.1,slow,elite,1,215439,Play2go International Limited,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
43.160.255.142,7890,socks5,Singapore,SG,3148.2,slow,elite,1,132203,"Tencent Building, Kejizhongyi Avenue",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
216.105.130.131,4145,socks5,United States,US,3204.7,slow,elite,2,20081,NET2ATLANTA.COM LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
103.151.20.131,80,http,Indonesia,ID,3232.1,slow,elite,1,141124,Dinas Komunikasi dan Informatika Kota Makassar,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
178.130.47.21,1082,socks5,United States,US,3439.7,slow,elite,1,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.74.31.30,4691,socks5,United States,US,3478.2,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
121.169.46.116,1090,socks5,South Korea,KR,3497.9,slow,elite,1,4766,Korea Telecom,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
147.45.60.124,1082,socks5,Russia,RU,3535.0,slow,elite,1,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
147.45.60.136,1082,socks5,Russia,RU,3540.2,slow,elite,6,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
149.129.255.179,119,http,Indonesia,ID,3590.4,slow,elite,1,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
149.129.255.179,10443,http,Indonesia,ID,3590.7,slow,elite,1,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
203.76.123.6,1080,socks5,Bangladesh,BD,3598.7,slow,elite,1,23688,Link3 Technologies Ltd.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
37.27.63.151,29313,socks4,Finland,FI,3604.5,slow,elite,1,24940,Hetzner Online GmbH,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
171.25.158.95,1080,socks5,Sweden,SE,3607.9,slow,elite,1,35100,Patrik Lagerman,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
110.235.240.223,1080,socks5,Cambodia,KH,3656.6,slow,unknown,1,23673,"Cogetel Online, Cambodia, ISP",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.74.31.30,12129,socks5,United States,US,3659.3,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
109.191.10.98,1080,socks5,Russia,RU,3737.7,slow,elite,1,8369,Intersvyaz-2 JSC,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
199.66.182.243,4145,socks4,United States,US,3794.6,slow,elite,42,20081,NET2ATLANTA.COM LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
154.59.56.74,999,http,Venezuela,VE,3883.6,slow,elite,1,264778,TotalCom Venezuela C.A.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
158.220.101.43,1080,socks5,France,FR,3885.5,slow,elite,1,51167,Contabo GmbH,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
152.230.215.123,80,http,Chile,CL,3977.0,slow,elite,1,14259,Gtd Internet S.A.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
174.138.162.37,33582,http,United States,US,4008.7,slow,elite,1,20454,SECURED SERVERS LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
144.91.111.48,1088,socks5,France,FR,4011.6,slow,elite,2,51167,Contabo GmbH,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
106.14.104.220,80,http,China,CN,4069.1,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
189.51.168.164,999,https,Mexico,MX,4083.8,slow,elite,1,270111,Comunicacion por Fibra SA de CV,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
195.19.50.135,1080,socks5,Russia,RU,4097.9,slow,elite,1,57529,JSC GTNT,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
184.185.2.12,4145,socks5,United States,US,4184.4,slow,elite,38,22773,Cox Communications Inc.,residential,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
103.101.202.147,1080,socks5,United States,US,4307.9,slow,elite,1,36007,"Kamatera, Inc.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
176.99.134.183,8090,http,Russia,RU,4508.5,slow,elite,5,35598,Inetcom Carrier LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
59.152.97.233,1080,socks5,Bangladesh,BD,4608.1,slow,elite,1,58715,EARTH TELECOMMUNICATION (Pvt) LTD.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
138.122.140.194,3128,http,Brazil,BR,4739.0,slow,elite,1,61678,NETWAY INFORMATICA LTDA,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
45.74.31.30,34935,socks5,United States,US,4745.4,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
183.110.216.128,8090,http,South Korea,KR,4770.3,slow,elite,2,4766,Korea Telecom,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
109.195.215.208,1080,socks5,Russia,RU,4833.1,slow,elite,1,56377,JSC ER-Telecom Holding,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
118.172.125.214,8080,http,Thailand,TH,4854.2,slow,elite,1,23969,TOT Public Company Limited,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
201.165.172.14,1080,socks5,Mexico,MX,4903.1,slow,elite,1,13999,"Mega Cable, S.A. de C.V.",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
181.225.73.98,999,http,Colombia,CO,4948.6,slow,unknown,1,27951,Media Commerce Partners S.A,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
163.172.53.142,80,http,France,FR,4979.7,slow,elite,1,12876,Scaleway SAS,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
154.65.39.8,80,http,Senegal,SN,5161.3,slow,elite,1,37649,SAGA AFRICA HOLDINGS LIMITED,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
5.255.103.55,1080,socks5,The Netherlands,NL,5173.3,slow,elite,1,60404,The Infrastructure Group B.V.,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
103.209.36.58,8080,https,India,IN,5219.8,slow,elite,1,151347,Aerpace,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
195.19.51.79,1080,socks5,Russia,RU,5287.6,slow,unknown,1,57529,JSC GTNT,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
121.43.154.123,8085,http,China,CN,5321.4,slow,unknown,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
47.82.70.53,1011,socks5,Hong Kong,HK,5345.9,slow,elite,1,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
154.59.56.72,999,http,Venezuela,VE,5364.6,slow,elite,1,264778,TotalCom Venezuela C.A.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
109.111.79.212,1080,socks5,Russia,RU,5380.6,slow,elite,1,38917,INTERCOMTEL Limited Company,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
195.135.255.98,1080,socks5,Latvia,LV,5547.5,slow,elite,1,42532,SIA VEESP,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.74.31.30,5400,socks5,United States,US,5554.7,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
103.39.49.101,1082,socks5,Indonesia,ID,5557.3,slow,unknown,1,63501,PT Mega Mentari Mandiri,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
213.199.47.140,1080,socks5,France,FR,5609.2,slow,elite,3,51167,Contabo GmbH,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
220.158.232.118,1080,socks5,Cambodia,KH,5768.0,slow,elite,1,38623,ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
183.110.216.159,8090,http,South Korea,KR,5777.1,slow,elite,1,4766,Korea Telecom,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
45.74.31.30,26276,socks5,United States,US,5812.4,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
144.126.197.184,1088,socks5,United Kingdom,GB,5860.3,slow,elite,4,14061,"DigitalOcean, LLC",datacenter,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
160.19.19.18,8080,http,Indonesia,ID,5882.9,slow,elite,1,149360,PT Indo Telemedia Solusi,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
45.74.31.30,6450,socks5,United States,US,5994.1,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
37.27.63.151,46979,socks4,Finland,FI,6214.4,slow,elite,1,24940,Hetzner Online GmbH,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
158.101.15.1,443,socks5,United States,US,6530.6,slow,elite,1,31898,Oracle Corporation,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
202.62.55.95,1080,socks5,Cambodia,KH,6777.4,slow,elite,1,23673,"Cogetel Online, Cambodia, ISP",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
37.27.63.151,10810,socks5,Finland,FI,7301.8,slow,elite,1,24940,Hetzner Online GmbH,datacenter,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
181.225.226.114,3129,http,Cuba,CU,7339.0,slow,unknown,1,27725,"Empresa de Telecomunicaciones de Cuba, S.A.",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
164.52.11.194,18080,http,Taiwan,TW,7365.8,slow,elite,1,63199,"CDS Global Cloud Co., Ltd",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
103.151.74.29,2025,socks5,Bangladesh,BD,7400.8,slow,unknown,1,135341,Orange Communication,residential,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
104.225.220.233,80,http,United States,US,7508.6,slow,elite,1,29802,"HIVELOCITY, Inc.",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
185.197.74.126,2080,socks5,Sweden,SE,7655.0,slow,elite,1,210644,Aeza Group LLC,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.74.31.30,4152,socks5,United States,US,7682.8,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
202.91.41.102,1080,socks5,Bangladesh,BD,7880.0,slow,elite,1,136224,City Online Ltd.,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
141.147.146.174,1080,socks5,Japan,JP,8002.9,slow,elite,1,31898,Oracle Corporation,datacenter,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
39.102.208.189,8080,socks4,China,CN,8120.2,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
14.225.240.23,8562,http,Vietnam,VN,8122.6,slow,unknown,1,135905,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt,2026-09-06T04:49:30+00:00
116.204.166.151,8080,http,Türkiye,TR,8344.6,slow,unknown,1,216472,High Speed For Internet Services L.L.C,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/http.txt,2026-09-06T04:49:30+00:00
130.255.94.39,5080,socks5,Iraq,IQ,8614.7,slow,elite,1,197882,Tarin General Trading and Setting Up Internet Device LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
168.253.92.93,10808,socks5,South Africa,ZA,8953.0,slow,elite,1,37650,CM Value Added Services (Pty) Ltd,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
144.202.16.214,1088,socks5,United States,US,9339.4,slow,elite,1,20473,"The Constant Company, LLC",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
38.49.210.79,40000,socks5,Canada,CA,9428.0,slow,elite,1,26832,Rica Web Services,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.95.233.88,1082,socks5,France,FR,9633.2,slow,elite,1,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
45.74.31.30,5480,socks5,United States,US,9688.0,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
129.151.128.225,1080,socks5,United Arab Emirates,AE,10263.6,slow,elite,1,31898,Oracle Corporation,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
110.235.247.206,1080,socks5,Cambodia,KH,10282.1,slow,elite,1,23673,"Cogetel Online, Cambodia, ISP",unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
39.102.214.152,3333,socks4,China,CN,10284.4,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
45.76.171.230,8181,socks5,United States,US,10365.0,slow,unknown,1,20473,"The Constant Company, LLC",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
147.45.60.250,1082,socks5,Russia,RU,10383.6,slow,elite,1,215540,Global Connectivity Solutions Llp,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
160.250.54.6,9000,socks4,Vietnam,VN,10658.0,slow,unknown,1,153320,SANDCLOCK SERVICE TRADING COMPANY LIMITED,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
45.74.31.30,4671,socks5,United States,US,10829.0,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
103.118.85.75,1080,socks5,Bangladesh,BD,10869.9,slow,elite,1,137961,MD. Mokhlesur Rahman,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
109.124.205.176,1080,socks5,Russia,RU,11122.1,slow,elite,1,35032,LLC Sip nis,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
45.130.201.172,1080,socks4,The Netherlands,NL,11156.7,slow,unknown,1,49981,WorldStream B.V.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
45.74.31.30,34149,socks5,United States,US,11636.0,slow,unknown,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks5.txt,2026-09-06T04:49:30+00:00
5.255.117.250,1080,socks5,The Netherlands,NL,11652.7,slow,elite,2,60404,The Infrastructure Group B.V.,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
185.49.110.155,1080,socks5,Russia,RU,11981.1,slow,elite,1,202234,Semantic LLC,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
103.31.235.211,69,socks5,Indonesia,ID,12201.5,slow,elite,1,55701,PT. Usaha Adisanggoro,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
163.47.37.190,1080,socks5,Bangladesh,BD,12301.7,slow,elite,1,63961,Bangladesh Research and Education Network (BdREN),unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
103.142.190.78,10808,socks5,Hong Kong,HK,12386.7,slow,elite,1,133199,SonderCloud Limited,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.116.126.57,3128,socks5,China,CN,12746.0,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.119.20.8,1111,socks5,China,CN,12781.2,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.121.129.129,6666,socks5,China,CN,12794.0,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.121.183.107,9080,socks5,China,CN,12823.4,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.104.28.135,8080,socks5,China,CN,12991.4,slow,elite,1,37963,"Hangzhou Alibaba Advertising Co.,Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
18.220.132.36,10001,socks5,United States,US,13628.2,slow,elite,1,16509,"Amazon.com, Inc.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
45.74.31.30,27206,socks5,United States,US,13646.2,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
156.245.246.51,7890,socks4,Seychelles,SC,13954.6,slow,elite,1,62468,VpsQuan L.L.C.,unknown,https://raw.githubusercontent.com/monosans/proxy-list/main/proxies/socks4.txt,2026-09-06T04:49:30+00:00
194.164.125.208,57422,socks4,United Kingdom,GB,14486.0,slow,elite,1,8560,IONOS SE,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
213.148.6.12,7777,socks5,Kazakhstan,KZ,14513.1,slow,unknown,1,48988,Modern Server Solutions LLP,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.245.165.201,1080,socks5,Germany,DE,14582.0,slow,elite,1,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
164.152.122.199,19100,socks4,Canada,CA,14968.1,slow,unknown,1,55285,Serverside.com,unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
45.74.31.30,10960,socks5,United States,US,15234.7,slow,elite,1,219326,SULAVI LTD,unknown,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt,2026-09-06T04:49:30+00:00
47.237.2.245,2000,socks5,Singapore,SG,15839.2,slow,unknown,1,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
168.138.9.147,1080,socks4,Australia,AU,16929.2,slow,elite,1,31898,Oracle Corporation,datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks4.txt,2026-09-06T04:49:30+00:00
43.230.192.242,1080,socks5,Cambodia,KH,17073.9,slow,unknown,2,23673,"Cogetel Online, Cambodia, ISP",unknown,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
47.89.159.212,11,socks5,United States,US,17489.0,slow,unknown,2,45102,"Alibaba (US) Technology Co., Ltd.",datacenter,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt,2026-09-06T04:49:30+00:00
